codigo,nombre,cantidad,precio_eur
75370-1,Stormtrooper Mech,3,19.0
60293-1,Stunt Park,1,24.7851
10309-1,Succulents,1,49.5785
11502-1,Sunflower Bouquet,120,42.9669
40524-1,Sunflowers,117,16.5207
71438-1,Super Mario World: Mario & Yoshi,77,107.4297
77003-1,Super Shadow vs. Biolizard,8,31.3967
76302-1,Superman Mech vs. Lex Luthor,14,14.0413
77080-1,Supply Drop,16,28.9173
77071-1,Supply Llama,11,28.0909
42178-1,Surface Space Loader LT78,10,24.7851
42641-1,Surfing Dogs and Scooter Adventure,46,9.9091
31159-1,Surprising Spider,28,9.0826
562305-1,Sushi Stall paper bag,295,2.0579
11205-1,Sweet Treat Mountain & Kitty Garden,16,35.5289
40824-1,Sweetheart Tweety Bird,331,24.7851
60238-1,Switch Tracks,29,14.8678
31151-1,T. rex,8,49.5785
76948-1,T. rex & Atrociraptor Dinosaur Breakout,5,107.4297
76940-1,T. rex Dinosaur Fossil Exhibition,2,41.314
76975-1,T. rex River Escape,6,34.7025
21337-1,Table Football,7,239.6611
76429-1,Talking Sorting Hat,46,82.6363
675376-1,Tantive IV,31,66.1074
77006-1,Team Sonic Command Truck,12,49.5785
11208-1,Team Spidey Pirate Ship,3,37.1818
10464-1,Team Spidey Webquarters,6,35.5289
88012-1,Technic Hub,2,66.1074
40878-1,Teenage Mutant Ninja Turtles Figures,2,45.4463
75358-1,Tenoo Jedi Temple,10,37.1818
31209-1,The Amazing Spider-Man,12,140.4876
43286-1,The Aristocats Adorable Marie,29,28.9173
21269-1,The Armadillo Mine Expedition,9,20.6529
21252-1,The Armory,9,20.6529
76291-1,The Avengers Assemble: Age of Ultron,10,70.2396
76248-1,The Avengers Quinjet,5,82.6363
21268-1,The Baby Pig House,35,14.0413
21263-1,The Badlands Mineshaft,6,49.5785
75640-1,The Baratie Floating Restaurant,16,211.5619
42155-1,The Batman - Batcycle,22,38.0083
76332-1,The Batman Batmobile,9,21.4793
71437-1,The Bowser Express Train - Expansion Set,8,84.2892
76437-1,The Burrow - Collectors' Edition,2,247.9255
21260-1,The Cherry Blossom Garden,24,19.8264
21249-1,The Crafting Box 4.0,12,82.6363
11370-1,The Creel House,5,264.4545
21276-1,The Creeper,97,28.9173
75384-1,The Crimson Firehawk,9,37.1818
75389-1,The Dark Falcon,10,126.438
471859-1,The Dragon of Life,4,70.2396
21595-1,The Ender Dragon,19,41.314
21279-1,The Enderman Tower,29,74.3719
31217-1,The Fauna Collection - Tiger,37,41.314
71846-1,The Fire Knight Mech,48,82.6363
21316-1,The Flintstones,48,123.9586
75414-1,The Force Burner Snowspeeder,43,36.3554
21588-1,The Fox,16,33.0496
21178-1,The Fox Lodge,3,14.8678
21256-1,The Frog House,17,49.5785
21273-1,The Ghast Balloon Village Attack,34,49.5785
21332-1,The Globe,4,247.9255
40791-1,The Goblet of Fire Figures,4,53.7107
75639-1,The Going Merry Pirate Ship,10,90.9008
21363-1,The Goonies,9,297.5123
21058-1,The Great Pyramid of Giza,39,115.6942
71847-1,The Guardian Dragon,53,107.4297
76193-1,The Guardians' Ship,20,132.2231
76232-1,The Hoopty,3,82.6363
76312-1,The Hulk Truck vs. Thanos,12,21.4793
21267-1,The Illager Desert Patrol,30,9.9091
21342-1,The Insect Collection,10,90.9008
75957-1,The Knight Bus,1,74.3719
60500-1,The LEGO Van,105,21.4793
43213-1,The Little Mermaid Story Book,2,24.7851
30705-1,The Lush Cave Fight paper bag / polybag,267,4.124
43245-1,The Magical Madrigal House,8,132.2231
75436-1,The Mandalorian & Grogu's Speeder Bike,8,7.4297
75317-1,The Mandalorian & The Child,4,20.6529
75328-1,The Mandalorian Helmet,9,49.5785
75325-1,The Mandalorian's N-1 Starfighter,10,53.7107
71411-1,The Mighty Bowser,23,239.6611
31212-1,The Milky Way Galaxy,26,140.4876
76403-1,The Ministry of Magic,57,82.6363
21270-1,The Mooshroom House,2,34.7025
21266-1,The Nether Lava Battle,41,8.2562
21255-1,The Nether Portal Ambush,11,28.0909
71478-1,The Never Witch's Midnight Raven,16,70.2396
376255-1,The New Guardians' Ship,2,82.6363
75374-1,The Onyx Cinder,19,98.3388
21586-1,The Pale Garden,39,14.8678
21277-1,The Pickaxe Mine,23,38.0083
21278-1,The Pillager Outpost and Ravager,61,56.1901
21248-1,The Pumpkin Farm,10,28.0909
75447-1,The Razor Crest,35,105.7768
30728-1,The Razor Crest - Mini paper bag,275,3.2975
21187-1,The Red Barn,65,99.1653
10354-1,The Shire,17,247.9255
21594-1,The Skeleton,14,33.0496
21333-1,The Starry Night (Vincent van Gogh),6,157.0165
371848-1,The Temple Bounty,24,165.2809
21275-1,The TNT Jungle House,21,23.1322
21254-1,The Turtle Beach House,10,28.9173
71870-1,The Twin Titan Mechs,10,99.1653
21274-1,The Warden Encounter,31,16.5207
21054-1,The White House,8,148.752
21262-1,The Windmill Farm,2,66.1074
21261-1,The Wolf Stronghold,7,33.0496
76458-1,Thestral Family,2,74.3719
76785-1,Thing's Apartment,12,57.843
371832-1,Thunderfang Dragon of Chaos,31,66.1074
630727-1,TIE Advanced - Mini paper bag,173,3.2975
675347-1,TIE Bomber,49,53.7107
77256-1,Time Machine from Back to the Future,281,20.6529
10329-1,Tiny Plants,37,37.1818
42203-1,Tipping Dump Truck,19,35.5289
10294-1,Titanic,5,661.1485
30591-1,Titanium Mini Mech polybag,329,4.124
30702-1,Toad (Pit Crew) paper bag / polybag,140,3.2975
72035-1,Toad's Garage,16,28.0909
71368-1,Toad's Treasure Hunt - Expansion Set,1,57.843
30731-1,Tom Nook and Flying Present paper bag,75,3.2975
77079-1,Tomatohead,14,10.7355
76194-1,Tony Stark’s Sakaarian Iron Man,2,33.0496
271818-1,Tournament Battle Arena,9,49.5785
271814-1,Tournament Temple City,1,231.3966
230675-1,Tournament Training Ground polybag,291,3.2975
60435-1,Tow Truck,1,16.5207
40860-1,Toy Story,1,41.314
43264-1,Toy Story Celebration Train & RC Car,2,28.9173
43301-1,Toy Story Slinky Dog Bookends,32,105.7768
60205-1,Tracks and Curves,79,14.8678
60287-1,Tractor,1,24.7851
60498-1,Tractor,10,14.8678
10468-1,Tractor and Market,2,14.0413
60461-1,Tractor with Trailer,1,20.6529
10426-1,Train Bridge and Tracks Expansion Set,52,28.0909
60335-1,Train Station,25,123.9586
10425-1,Train Tunnel and Tracks Expansion Set,41,14.0413
10315-1,Tranquil Garden,70,74.3719
42664-1,Travel Boat Adventure,17,52.0578
41838-1,Travel Moments {International Version},4,148.752
21318-1,Tree House,39,214.8677
21062-1,Trevi Fountain,29,115.6942
40902-1,Tribute to Leonardo da Vinci,2,33.0496
472210-1,Triceratops Baby foil pack,327,1.6446
10366-1,Tropical Aquarium,19,413.2147
31173-1,Tropical Toucan,12,11.562
30688-1,Tropical Toucan paper bag / polybag,408,4.124
10931-1,Truck & Tracked Excavator,10,16.5207
10350-1,Tudor Corner,28,223.1322
11501-1,Tulip Bouquet,227,43.7934
60258-1,Tuning Workshop,3,82.6363
31377-1,Turtle with a Water Lily,18,7.4297
640615-1,Tusken Raider,1,15.6942
21349-1,Tuxedo Cat,54,107.4297
21354-1,Twilight The Cullen House,12,214.8677
31096-1,Twin-Rotor Helicopter,2,53.7107
43259-1,Twirling Ariel,11,12.3884
31169-1,Typewriter with Flowers,35,20.6529
10356-1,U.S.S. Enterprise NCC-1701-D,6,371.8924
71872-1,Ultra Dragon Battle,16,140.4876
11209-1,Ultron vs. Iron Man,16,14.8678
42658-1,Unicorn & Flamingo Pool Party,44,7.4297
42675-1,Unicorn Cake Delivery Car,23,7.4297
42684-1,Unicorn Dream Café {Cafe},8,28.9173
40767-1,Up-scaled Baby Astronaut,1,33.0496
675461-1,Up-Scaled Darth Vader Minifigure,1,99.1653
40649-1,Up-Scaled LEGO Minifigure,17,61.9752
40819-1,Up-Scaled Racing Driver Minifigure,4,57.843
75432-1,V-19 Torrent Starfighter,24,47.0992
76957-1,Velociraptor Escape,2,37.1818
675441-1,Venator-Class Attack Cruiser,22,57.843
75367-1,Venator-Class Republic Attack Cruiser - UCS,2,578.5039
76276-1,Venom Mech Armor vs. Miles Morales,12,12.3884
30679-1,Venom Street Bike polybag,506,3.2975
30707-1,Venom's Museum Robbery paper bag / polybag,49,3.2975
10298-1,Vespa 125,49,82.6363
21343-1,Viking Village,36,115.6942
43282-1,Village House & Boat,19,14.8678
31215-1,Vincent van Gogh - Sunflowers,51,148.752
43027-1,Vini Jr. - Soccer Highlights,114,20.6529
30644-1,Vintage Car polybag,1,4.9504
42614-1,Vintage Fashion Store,17,33.0496
40913-1,Vintage Parade Car,25,28.9173
60511-1,Vintage Steam Train,92,61.9752
77246-1,Visa Cash App RB VCARB 01,23,19.0
10252-1,Volkswagen Beetle (VW Beetle),165,148.752
10220-1,Volkswagen T1 Camper Van (VW Bus),13,223.1322
10279-1,Volkswagen T2 Camper Van {VW Bus},3,206.6032
42081-1,Volvo Concept Wheel Loader ZEUX,6,157.0165
42215-1,Volvo EC500 Hybrid Excavator,63,280.9834
42175-1,Volvo FMX Truck & EC230 Electric Excavator,20,140.4876
42209-1,Volvo L120 Electric Wheel Loader,55,70.2396
43279-1,WALL-E and EVE,27,49.5785
043230-1,Walt Disney Tribute Camera,10,99.1653
76277-1,War Machine Mech Armor,16,11.562
72038-1,Wario & King Boo,19,35.5289
11511-1,Water Lilies,92,28.9173
75684-1,Welcome to Emerald City,2,74.3719
60450-1,Wheel Loader,20,9.9091
11026-1,White Baseplate,230,6.6033
30736-1,White Seaplane paper bag,217,3.2975
675430-1,Wicket the Ewok,4,123.9586
10442-1,Wild Animal Families: Penguins & Lions,94,7.4297
31150-1,Wild Safari Animals,14,53.7107
10313-1,Wildflower Bouquet,90,43.7934
30570-1,Wildlife Rescue Hovercraft polybag,3,3.2975
10353-1,Williams Racing FW14B & Nigel Mansell,39,57.843
77249-1,Williams Racing FW46,9,19.0
21360-1,Willy Wonka & the Chocolate Factory,9,214.8677
75636-1,Windmill Village Hut,18,20.6529
21326-1,Winnie the Pooh,4,140.4876
43300-1,Winnie the Pooh,104,105.7768
10457-1,Winnie the Pooh's Birthday Party,22,14.8678
21590-1,Wither Battle,18,47.9256
76257-1,Wolverine Construction Figure,26,26.438
76250-1,Wolverine's Adamantium Claws,2,99.1653
21272-1,Woodland Mansion Fighting Ring,15,35.5289
11505-1,Woodland Mushrooms,74,53.7107
000444-1,Workshop Kit Back-to-Back,2,4.9504
10340-1,Wreath,1,107.4297
471868-1,Wyldfyre's Transforming Dragon Mech,11,61.9752
71867-1,X-1 Ninja Charger,16,57.843
76281-1,X-Men X-Jet,4,61.9752
76294-1,X-Men: The X-Mansion,18,314.0412
675355-1,X-wing Starfighter - UCS,97,214.8677
40611-1,Year of the Dragon,34,12.3884
40779-1,Year of the Horse,5,12.3884
40417-1,Year of the Ox,1,12.3884
40575-1,Year of the Rabbit,17,12.3884
42225-1,Yellow Motorcycle,122,8.2562
40468-1,Yellow Taxi,4,12.3884
60487-1,Yellow Taxi,20,11.562
375255-1,Yoda,4,132.2231
675438-1,Yoda Bust,34,28.0909
72031-1,Yoshi Bike,4,10.7355
71406-1,Yoshi's Gift House - Expansion Set,1,33.0496
43247-1,Young Simba the Lion King,15,107.4297
30636-1,Z-Blob and Bunchu Spider Escape polybag,985,3.2975
891957-1,Zane foil pack #5,6,2.4711
371827-1,Zane's Battle Suit Mech,14,8.2562
130674-1,Zane's Dragon Power Vehicles polybag,255,4.124
71786-1,Zane's Ice Dragon Creature,3,99.1653
271816-1,Zane's Ice Motorcycle,17,7.4297
371834-1,Zane's Ultra Combiner Mech,15,82.6363
471863-1,Zilvar and Grimtak,2,14.8678
71476-1,Zoey and Zian the Cat-Owl,5,37.1818
30660-1,Zoey's Dream Jet Pack Booster polybag,114,4.124
21587-1,Zombie Dungeon,5,21.4793
